game_id,season,week,game_type,home_team,away_team,home_score,away_score,total_points,gameday,gametime,kickoff_utc,stadium,roof,dome_indicator,temperature,wind_speed,precipitation,T_norm,T_prime,E_W,E_T,L_close,L_open,over_odds,under_odds,over_implied_prob,under_implied_prob,overround,p_over_vigfree,p_under_vigfree,weather_missing,odds_missing
2019_17_LAC_KC,2019,17,REG,KC,LAC,31,21,52,2019-12-29,13:00,2019-12-29 18:00:00+00:00,Arrowhead Stadium,outdoors,0,4.4,21.8,0.0,4.241176470588235,0.15882352941176503,0,0,46.0,,-108.0,-103.0,0.5192307692307693,0.5073891625615764,0.026619931792345675,0.5057672787671865,0.49423272123281353,0,0
2019_17_CHI_MIN,2019,17,REG,MIN,CHI,19,21,40,2019-12-29,13:00,2019-12-29 18:00:00+00:00,U.S. Bank Stadium,dome,1,,,,,,0,0,36.5,,-110.0,-101.0,0.5238095238095238,0.5024875621890548,0.026297085998578495,0.5103878116343491,0.489612188365651,0,0
2019_17_MIA_NE,2019,17,REG,NE,MIA,24,27,51,2019-12-29,13:00,2019-12-29 18:00:00+00:00,Gillette Stadium,outdoors,0,5.4,1.6,0.0,3.1785714285714284,2.221428571428572,0,0,46.0,,-107.0,-104.0,0.5169082125603864,0.5098039215686274,0.026712134129013965,0.5034597287572654,0.49654027124273453,0,0
2019_17_ATL_TB,2019,17,REG,TB,ATL,22,28,50,2019-12-29,13:00,2019-12-29 18:00:00+00:00,Raymond James Stadium,outdoors,0,25.8,17.8,0.0,22.91875,2.8812500000000014,0,0,48.0,,-104.0,-107.0,0.5098039215686274,0.5169082125603864,0.026712134129013965,0.49654027124273453,0.5034597287572654,0,0
2019_17_PIT_BAL,2019,17,REG,BAL,PIT,28,10,38,2019-12-29,16:25,2019-12-29 21:25:00+00:00,M&T Bank Stadium,outdoors,0,9.1,11.4,1.0,4.506666666666666,4.593333333333334,0,0,35.0,,-104.0,-107.0,0.5098039215686274,0.5169082125603864,0.026712134129013965,0.49654027124273453,0.5034597287572654,0,0
2019_17_WAS_DAL,2019,17,REG,DAL,WAS,47,16,63,2019-12-29,16:25,2019-12-29 21:25:00+00:00,AT&T Stadium,closed,1,,,,,,0,0,47.5,,-106.0,-105.0,0.5145631067961165,0.5121951219512195,0.02675822874733602,0.5011531365313653,0.4988468634686347,0,0
2019_17_OAK_DEN,2019,17,REG,DEN,OAK,16,15,31,2019-12-29,16:25,2019-12-29 21:25:00+00:00,Empower Field at Mile High,outdoors,0,-1.6,10.2,0.0,5.8,-7.4,0,0,41.5,,-105.0,-106.0,0.5121951219512195,0.5145631067961165,0.02675822874733602,0.4988468634686347,0.5011531365313653,0,0
2019_17_TEN_HOU,2019,17,REG,HOU,TEN,14,35,49,2019-12-29,16:25,2019-12-29 21:25:00+00:00,NRG Stadium,closed,1,,,,,,0,0,43.0,,-107.0,-104.0,0.5169082125603864,0.5098039215686274,0.026712134129013965,0.5034597287572654,0.49654027124273453,0,0
2019_17_IND_JAX,2019,17,REG,JAX,IND,38,20,58,2019-12-29,16:25,2019-12-29 21:25:00+00:00,TIAA Bank Stadium,outdoors,0,23.0,18.7,0.0,19.046666666666667,3.953333333333333,0,0,41.5,,-104.0,-107.0,0.5098039215686274,0.5169082125603864,0.026712134129013965,0.49654027124273453,0.5034597287572654,0,0
2019_17_ARI_LA,2019,17,REG,LA,ARI,31,24,55,2019-12-29,16:25,2019-12-29 21:25:00+00:00,Los Angeles Memorial Coliseum,outdoors,0,,,,,,0,0,46.0,,-107.0,-104.0,0.5169082125603864,0.5098039215686274,0.026712134129013965,0.5034597287572654,0.49654027124273453,1,0
2019_17_PHI_NYG,2019,17,REG,NYG,PHI,17,34,51,2019-12-29,16:25,2019-12-29 21:25:00+00:00,MetLife Stadium,outdoors,0,4.7,8.1,0.1,6.65625,-1.9562499999999998,0,0,44.0,,-101.0,-110.0,0.5024875621890548,0.5238095238095238,0.026297085998578495,0.489612188365651,0.5103878116343491,0,0
2019_17_SF_SEA,2019,17,REG,SEA,SF,21,26,47,2019-12-29,20:20,2019-12-30 01:20:00+00:00,CenturyLink Field,outdoors,0,,,,6.447058823529411,,0,0,47.0,,-109.0,-102.0,0.5215311004784688,0.504950495049505,0.0264815955279738,0.5080764260660882,0.4919235739339118,1,0
2020_01_HOU_KC,2020,1,REG,KC,HOU,34,20,54,2020-09-10,20:20,2020-09-11 00:20:00+00:00,Arrowhead Stadium,outdoors,0,14.2,11.6,0.0,25.54,-11.34,0,1,53.5,,-102.0,-109.0,0.504950495049505,0.5215311004784688,0.0264815955279738,0.4919235739339118,0.5080764260660882,0,0
2020_01_SEA_ATL,2020,1,REG,ATL,SEA,25,38,63,2020-09-13,13:00,2020-09-13 17:00:00+00:00,Mercedes-Benz Stadium,closed,1,,,,,,0,0,49.5,,-103.0,-108.0,0.5073891625615764,0.5192307692307693,0.026619931792345675,0.49423272123281353,0.5057672787671865,0,0
2020_01_CLE_BAL,2020,1,REG,BAL,CLE,38,6,44,2020-09-13,13:00,2020-09-13 17:00:00+00:00,M&T Bank Stadium,outdoors,0,22.7,7.9,0.1,22.349999999999998,0.3500000000000014,0,0,47.0,,-112.0,100.0,0.5283018867924528,0.5,0.028301886792452713,0.5137614678899083,0.4862385321100918,0,0
2020_01_NYJ_BUF,2020,1,REG,BUF,NYJ,27,17,44,2020-09-13,13:00,2020-09-13 17:00:00+00:00,New Era Field,outdoors,0,20.5,24.5,0.7,21.418181818181818,-0.918181818181818,0,0,39.5,,102.0,-114.0,0.49504950495049505,0.5327102803738317,0.02775978532432677,0.48167822094174845,0.5183217790582515,0,0
2020_01_LV_CAR,2020,1,REG,CAR,LV,30,34,64,2020-09-13,13:00,2020-09-13 17:00:00+00:00,Bank of America Stadium,outdoors,0,26.1,4.4,0.0,27.15833333333333,-1.05833333333333,0,0,48.0,,-110.0,-101.0,0.5238095238095238,0.5024875621890548,0.026297085998578495,0.5103878116343491,0.489612188365651,0,0
2020_01_CHI_DET,2020,1,REG,DET,CHI,23,27,50,2020-09-13,13:00,2020-09-13 17:00:00+00:00,Ford Field,dome,1,,,,,,0,0,42.5,,-103.0,-108.0,0.5073891625615764,0.5192307692307693,0.026619931792345675,0.49423272123281353,0.5057672787671865,0,0
2020_01_IND_JAX,2020,1,REG,JAX,IND,27,20,47,2020-09-13,13:00,2020-09-13 17:00:00+00:00,TIAA Bank Stadium,outdoors,0,30.8,24.7,0.0,28.415384615384614,2.384615384615387,1,0,44.0,,-108.0,-103.0,0.5192307692307693,0.5073891625615764,0.026619931792345675,0.5057672787671865,0.49423272123281353,0,0
2020_01_GB_MIN,2020,1,REG,MIN,GB,34,43,77,2020-09-13,13:00,2020-09-13 17:00:00+00:00,U.S. Bank Stadium,dome,1,,,,,,0,0,45.0,,-102.0,-110.0,0.504950495049505,0.5238095238095238,0.02876001885902868,0.4908340971585702,0.5091659028414299,0,0
2020_01_MIA_NE,2020,1,REG,NE,MIA,21,11,32,2020-09-13,13:00,2020-09-13 17:00:00+00:00,Gillette Stadium,outdoors,0,22.5,13.0,0.0,21.883333333333336,0.6166666666666636,0,0,41.5,,-101.0,-110.0,0.5024875621890548,0.5238095238095238,0.026297085998578495,0.489612188365651,0.5103878116343491,0,0
2020_01_PHI_WAS,2020,1,REG,WAS,PHI,27,17,44,2020-09-13,13:00,2020-09-13 17:00:00+00:00,FedExField,outdoors,0,22.7,7.9,0.0,24.108333333333334,-1.408333333333335,0,0,41.5,,-100.0,-111.0,0.5,0.5260663507109005,0.026066350710900466,0.48729792147806006,0.5127020785219399,0,0
2020_01_LAC_CIN,2020,1,REG,CIN,LAC,13,16,29,2020-09-13,16:05,2020-09-13 20:05:00+00:00,Paul Brown Stadium,outdoors,0,27.9,6.8,0.0,23.036363636363635,4.863636363636363,0,0,41.5,,102.0,-114.0,0.49504950495049505,0.5327102803738317,0.02775978532432677,0.48167822094174845,0.5183217790582515,0,0
2020_01_TB_NO,2020,1,REG,NO,TB,34,23,57,2020-09-13,16:25,2020-09-13 20:25:00+00:00,Mercedes-Benz Superdome,dome,1,,,,,,0,0,48.5,,101.0,-112.0,0.4975124378109453,0.5283018867924528,0.025814324603398164,0.4849926793557833,0.5150073206442166,0,0
2020_01_ARI_SF,2020,1,REG,SF,ARI,20,24,44,2020-09-13,16:25,2020-09-13 20:25:00+00:00,Levi's Stadium,outdoors,0,22.2,12.6,0.0,23.3875,-1.1875,0,0,48.5,,-118.0,106.0,0.5412844036697247,0.4854368932038835,0.026721296873608136,0.5271970157022643,0.4728029842977358,0,0
2020_01_DAL_LA,2020,1,REG,LA,DAL,20,17,37,2020-09-13,20:20,2020-09-14 00:20:00+00:00,SoFi Stadium,dome,1,,,,,,0,0,52.0,,-100.0,-111.0,0.5,0.5260663507109005,0.026066350710900466,0.48729792147806006,0.5127020785219399,0,0
2020_01_PIT_NYG,2020,1,REG,NYG,PIT,16,26,42,2020-09-14,19:15,2020-09-14 23:15:00+00:00,MetLife Stadium,outdoors,0,20.8,16.7,0.0,22.053846153846152,-1.2538461538461512,0,0,44.0,,-106.0,-105.0,0.5145631067961165,0.5121951219512195,0.02675822874733602,0.5011531365313653,0.4988468634686347,0,0
2020_01_TEN_DEN,2020,1,REG,DEN,TEN,14,16,30,2020-09-14,22:10,2020-09-15 02:10:00+00:00,Empower Field at Mile High,outdoors,0,19.7,10.6,0.0,26.308333333333334,-6.608333333333334,0,0,41.0,,-112.0,100.0,0.5283018867924528,0.5,0.028301886792452713,0.5137614678899083,0.4862385321100918,0,0
2020_02_CIN_CLE,2020,2,REG,CLE,CIN,35,30,65,2020-09-17,20:20,2020-09-18 00:20:00+00:00,FirstEnergy Stadium,outdoors,0,17.0,13.2,0.0,21.064285714285713,-4.064285714285713,0,0,44.5,,-113.0,101.0,0.5305164319248826,0.4975124378109453,0.028028869735827966,0.5160520755231408,0.4839479244768591,0,0
2020_02_NYG_CHI,2020,2,REG,CHI,NYG,17,13,30,2020-09-20,13:00,2020-09-20 17:00:00+00:00,Soldier Field,outdoors,0,18.1,17.9,0.0,20.62727272727273,-2.5272727272727273,0,0,42.5,,-108.0,-103.0,0.5192307692307693,0.5073891625615764,0.026619931792345675,0.5057672787671865,0.49423272123281353,0,0
2020_02_ATL_DAL,2020,2,REG,DAL,ATL,40,39,79,2020-09-20,13:00,2020-09-20 17:00:00+00:00,AT&T Stadium,closed,1,,,,,,0,0,53.0,,-109.0,-102.0,0.5215311004784688,0.504950495049505,0.0264815955279738,0.5080764260660882,0.4919235739339118,0,0
2020_02_DET_GB,2020,2,REG,GB,DET,42,21,63,2020-09-20,13:00,2020-09-20 17:00:00+00:00,Lambeau Field,outdoors,0,19.2,16.2,0.0,20.36923076923077,-1.1692307692307722,0,0,51.0,,-110.0,-101.0,0.5238095238095238,0.5024875621890548,0.026297085998578495,0.5103878116343491,0.489612188365651,0,0
2020_02_MIN_IND,2020,2,REG,IND,MIN,28,11,39,2020-09-20,13:00,2020-09-20 17:00:00+00:00,Lucas Oil Stadium,closed,1,,,,,,0,0,49.0,,-104.0,-107.0,0.5098039215686274,0.5169082125603864,0.026712134129013965,0.49654027124273453,0.5034597287572654,0,0
2020_02_BUF_MIA,2020,2,REG,MIA,BUF,28,31,59,2020-09-20,13:00,2020-09-20 17:00:00+00:00,Hard Rock Stadium,outdoors,0,31.5,7.9,0.2,30.623076923076926,0.8769230769230738,0,0,42.5,,-109.0,-102.0,0.5215311004784688,0.504950495049505,0.0264815955279738,0.5080764260660882,0.4919235739339118,0,0
2020_02_SF_NYJ,2020,2,REG,NYJ,SF,13,31,44,2020-09-20,13:00,2020-09-20 17:00:00+00:00,MetLife Stadium,outdoors,0,16.0,17.3,0.0,21.481818181818184,-5.481818181818184,1,0,41.5,,-103.0,-108.0,0.5073891625615764,0.5192307692307693,0.026619931792345675,0.49423272123281353,0.5057672787671865,0,0
2020_02_LA_PHI,2020,2,REG,PHI,LA,19,37,56,2020-09-20,13:00,2020-09-20 17:00:00+00:00,Lincoln Financial Field,outdoors,0,17.5,16.1,0.0,23.054545454545455,-5.554545454545455,1,0,46.0,,-106.0,-105.0,0.5145631067961165,0.5121951219512195,0.02675822874733602,0.5011531365313653,0.4988468634686347,0,0
2020_02_DEN_PIT,2020,2,REG,PIT,DEN,26,21,47,2020-09-20,13:00,2020-09-20 17:00:00+00:00,Heinz Field,outdoors,0,17.5,9.2,0.0,22.458333333333332,-4.958333333333332,0,0,41.0,,102.0,-114.0,0.49504950495049505,0.5327102803738317,0.02775978532432677,0.48167822094174845,0.5183217790582515,0,0
2020_02_CAR_TB,2020,2,REG,TB,CAR,31,17,48,2020-09-20,13:00,2020-09-20 17:00:00+00:00,Raymond James Stadium,outdoors,0,28.2,28.4,0.4,28.923076923076923,-0.7230769230769241,1,0,47.0,,-103.0,-108.0,0.5073891625615764,0.5192307692307693,0.026619931792345675,0.49423272123281353,0.5057672787671865,0,0
2020_02_JAX_TEN,2020,2,REG,TEN,JAX,33,30,63,2020-09-20,13:00,2020-09-20 17:00:00+00:00,Nissan Stadium,outdoors,0,22.8,10.2,0.0,25.536363636363635,-2.7363636363636346,0,0,44.5,,-108.0,-103.0,0.5192307692307693,0.5073891625615764,0.026619931792345675,0.5057672787671865,0.49423272123281353,0,0
2020_02_WAS_ARI,2020,2,REG,ARI,WAS,30,15,45,2020-09-20,16:05,2020-09-20 20:05:00+00:00,State Farm Stadium,closed,1,,,,,,0,0,46.5,,-101.0,-110.0,0.5024875621890548,0.5238095238095238,0.026297085998578495,0.489612188365651,0.5103878116343491,0,0
2020_02_BAL_HOU,2020,2,REG,HOU,BAL,16,33,49,2020-09-20,16:25,2020-09-20 20:25:00+00:00,NRG Stadium,closed,1,,,,,,0,0,49.5,,106.0,-118.0,0.4854368932038835,0.5412844036697247,0.026721296873608136,0.4728029842977358,0.5271970157022643,0,0
2020_02_KC_LAC,2020,2,REG,LAC,KC,20,23,43,2020-09-20,16:25,2020-09-20 20:25:00+00:00,SoFi Stadium,dome,1,,,,,,0,0,47.0,,-102.0,-110.0,0.504950495049505,0.5238095238095238,0.02876001885902868,0.4908340971585702,0.5091659028414299,0,0
2020_02_NE_SEA,2020,2,REG,SEA,NE,35,30,65,2020-09-20,20:20,2020-09-21 00:20:00+00:00,CenturyLink Field,outdoors,0,20.2,3.3,0.0,19.058333333333334,1.1416666666666657,0,0,45.0,,101.0,-113.0,0.4975124378109453,0.5305164319248826,0.028028869735827966,0.4839479244768591,0.5160520755231408,0,0
2020_02_NO_LV,2020,2,REG,LV,NO,34,24,58,2020-09-21,20:15,2020-09-22 00:15:00+00:00,Allegiant Stadium,dome,1,,,,,,0,0,47.5,,-102.0,-109.0,0.504950495049505,0.5215311004784688,0.0264815955279738,0.4919235739339118,0.5080764260660882,0,0
2020_03_MIA_JAX,2020,3,REG,JAX,MIA,13,31,44,2020-09-24,20:20,2020-09-25 00:20:00+00:00,TIAA Bank Stadium,outdoors,0,25.5,13.2,0.0,28.415384615384614,-2.915384615384614,0,0,49.0,,-106.0,-105.0,0.5145631067961165,0.5121951219512195,0.02675822874733602,0.5011531365313653,0.4988468634686347,0,0
2020_03_CHI_ATL,2020,3,REG,ATL,CHI,26,30,56,2020-09-27,13:00,2020-09-27 17:00:00+00:00,Mercedes-Benz Stadium,closed,1,,,,,,0,0,46.0,,-109.0,-102.0,0.5215311004784688,0.504950495049505,0.0264815955279738,0.5080764260660882,0.4919235739339118,0,0
2020_03_LA_BUF,2020,3,REG,BUF,LA,35,32,67,2020-09-27,13:00,2020-09-27 17:00:00+00:00,New Era Field,outdoors,0,25.8,19.4,0.0,21.418181818181818,4.381818181818183,0,0,46.5,,100.0,-112.0,0.5,0.5283018867924528,0.028301886792452713,0.4862385321100918,0.5137614678899083,0,0
2020_03_WAS_CLE,2020,3,REG,CLE,WAS,34,20,54,2020-09-27,13:00,2020-09-27 17:00:00+00:00,FirstEnergy Stadium,outdoors,0,25.7,22.8,0.0,21.064285714285713,4.635714285714286,0,0,45.0,,-110.0,-101.0,0.5238095238095238,0.5024875621890548,0.026297085998578495,0.5103878116343491,0.489612188365651,0,0
2020_03_TEN_MIN,2020,3,REG,MIN,TEN,30,31,61,2020-09-27,13:00,2020-09-27 17:00:00+00:00,U.S. Bank Stadium,dome,1,,,,,,0,0,49.5,,104.0,-116.0,0.49019607843137253,0.5370370370370371,0.027233115468409563,0.47720042417815484,0.5227995758218452,0,0
2020_03_LV_NE,2020,3,REG,NE,LV,36,20,56,2020-09-27,13:00,2020-09-27 17:00:00+00:00,Gillette Stadium,outdoors,0,25.2,16.9,0.2,21.883333333333336,3.316666666666663,0,0,47.0,,-110.0,-102.0,0.5238095238095238,0.504950495049505,0.02876001885902868,0.5091659028414299,0.4908340971585702,0,0
2020_03_SF_NYG,2020,3,REG,NYG,SF,9,36,45,2020-09-27,13:00,2020-09-27 17:00:00+00:00,MetLife Stadium,outdoors,0,24.2,9.6,0.0,22.053846153846152,2.1461538461538474,0,0,44.0,,-100.0,-111.0,0.5,0.5260663507109005,0.026066350710900466,0.48729792147806006,0.5127020785219399,0,0
2020_03_CIN_PHI,2020,3,REG,PHI,CIN,23,23,46,2020-09-27,13:00,2020-09-27 17:00:00+00:00,Lincoln Financial Field,outdoors,0,25.3,5.0,0.0,23.054545454545455,2.245454545454546,0,0,46.5,,-112.0,100.0,0.5283018867924528,0.5,0.028301886792452713,0.5137614678899083,0.4862385321100918,0,0
2020_03_HOU_PIT,2020,3,REG,PIT,HOU,28,21,49,2020-09-27,13:00,2020-09-27 17:00:00+00:00,Heinz Field,outdoors,0,24.6,14.1,0.0,22.458333333333332,2.1416666666666693,0,0,46.5,,-102.0,-109.0,0.504950495049505,0.5215311004784688,0.0264815955279738,0.4919235739339118,0.5080764260660882,0,0
2020_03_NYJ_IND,2020,3,REG,IND,NYJ,36,7,43,2020-09-27,16:05,2020-09-27 20:05:00+00:00,Lucas Oil Stadium,closed,1,,,,,,0,0,44.0,,101.0,-113.0,0.4975124378109453,0.5305164319248826,0.028028869735827966,0.4839479244768591,0.5160520755231408,0,0
2020_03_CAR_LAC,2020,3,REG,LAC,CAR,16,21,37,2020-09-27,16:05,2020-09-27 20:05:00+00:00,SoFi Stadium,dome,1,,,,,,0,0,43.5,,-111.0,100.0,0.5260663507109005,0.5,0.026066350710900466,0.5127020785219399,0.48729792147806006,0,0
2020_03_DET_ARI,2020,3,REG,ARI,DET,23,26,49,2020-09-27,16:25,2020-09-27 20:25:00+00:00,State Farm Stadium,closed,1,,,,,,0,0,55.5,,101.0,-113.0,0.4975124378109453,0.5305164319248826,0.028028869735827966,0.4839479244768591,0.5160520755231408,0,0
2020_03_TB_DEN,2020,3,REG,DEN,TB,10,28,38,2020-09-27,16:25,2020-09-27 20:25:00+00:00,Empower Field at Mile High,outdoors,0,13.7,10.2,0.0,26.308333333333334,-12.608333333333334,0,1,42.5,,-108.0,-103.0,0.5192307692307693,0.5073891625615764,0.026619931792345675,0.5057672787671865,0.49423272123281353,0,0
2020_03_DAL_SEA,2020,3,REG,SEA,DAL,38,31,69,2020-09-27,16:25,2020-09-27 20:25:00+00:00,CenturyLink Field,outdoors,0,16.5,3.8,0.0,19.058333333333334,-2.5583333333333336,0,0,58.0,,104.0,-116.0,0.49019607843137253,0.5370370370370371,0.027233115468409563,0.47720042417815484,0.5227995758218452,0,0
2020_03_GB_NO,2020,3,REG,NO,GB,30,37,67,2020-09-27,20:20,2020-09-28 00:20:00+00:00,Mercedes-Benz Superdome,dome,1,,,,,,0,0,52.0,,-103.0,-108.0,0.5073891625615764,0.5192307692307693,0.026619931792345675,0.49423272123281353,0.5057672787671865,0,0
2020_03_KC_BAL,2020,3,REG,BAL,KC,20,34,54,2020-09-28,20:15,2020-09-29 00:15:00+00:00,M&T Bank Stadium,outdoors,0,21.5,18.9,0.0,22.349999999999998,-0.8499999999999979,1,0,55.0,,104.0,-115.0,0.49019607843137253,0.5348837209302325,0.025079799361604982,0.478202846975089,0.521797153024911,0,0
2020_04_DEN_NYJ,2020,4,REG,NYJ,DEN,28,37,65,2020-10-01,20:20,2020-10-02 00:20:00+00:00,MetLife Stadium,outdoors,0,18.6,11.3,0.0,16.58125,2.0187500000000007,0,0,41.0,,-110.0,-101.0,0.5238095238095238,0.5024875621890548,0.026297085998578495,0.5103878116343491,0.489612188365651,0,0
2020_04_ARI_CAR,2020,4,REG,CAR,ARI,31,21,52,2020-10-04,13:00,2020-10-04 17:00:00+00:00,Bank of America Stadium,outdoors,0,19.5,9.4,0.0,21.635714285714283,-2.1357142857142826,0,0,52.5,,104.0,-116.0,0.49019607843137253,0.5370370370370371,0.027233115468409563,0.47720042417815484,0.5227995758218452,0,0
2020_04_JAX_CIN,2020,4,REG,CIN,JAX,33,25,58,2020-10-04,13:00,2020-10-04 17:00:00+00:00,Paul Brown Stadium,outdoors,0,18.1,11.1,0.0,19.224999999999998,-1.1249999999999964,0,0,50.0,,-105.0,-106.0,0.5121951219512195,0.5145631067961165,0.02675822874733602,0.4988468634686347,0.5011531365313653,0,0
2020_04_CLE_DAL,2020,4,REG,DAL,CLE,38,49,87,2020-10-04,13:00,2020-10-04 17:00:00+00:00,AT&T Stadium,closed,1,,,,,,0,0,56.5,,101.0,-112.0,0.4975124378109453,0.5283018867924528,0.025814324603398164,0.4849926793557833,0.5150073206442166,0,0
2020_04_NO_DET,2020,4,REG,DET,NO,29,35,64,2020-10-04,13:00,2020-10-04 17:00:00+00:00,Ford Field,dome,1,,,,,,0,0,51.5,,-109.0,-102.0,0.5215311004784688,0.504950495049505,0.0264815955279738,0.5080764260660882,0.4919235739339118,0,0
2020_04_MIN_HOU,2020,4,REG,HOU,MIN,23,31,54,2020-10-04,13:00,2020-10-04 17:00:00+00:00,NRG Stadium,closed,1,,,,,,0,0,52.5,,-112.0,100.0,0.5283018867924528,0.5,0.028301886792452713,0.5137614678899083,0.4862385321100918,0,0
2020_04_SEA_MIA,2020,4,REG,MIA,SEA,23,31,54,2020-10-04,13:00,2020-10-04 17:00:00+00:00,Hard Rock Stadium,outdoors,0,30.3,20.9,0.2,28.49230769230769,1.8076923076923102,0,0,55.0,,101.0,-113.0,0.4975124378109453,0.5305164319248826,0.028028869735827966,0.4839479244768591,0.5160520755231408,0,0
2020_04_LAC_TB,2020,4,REG,TB,LAC,38,31,69,2020-10-04,13:00,2020-10-04 17:00:00+00:00,Raymond James Stadium,outdoors,0,23.8,15.9,1.6,25.684615384615384,-1.8846153846153832,0,0,42.5,,-100.0,-111.0,0.5,0.5260663507109005,0.026066350710900466,0.48729792147806006,0.5127020785219399,0,0
2020_04_BAL_WAS,2020,4,REG,WAS,BAL,17,31,48,2020-10-04,13:00,2020-10-04 17:00:00+00:00,FedExField,outdoors,0,18.6,5.6,0.0,17.45,1.1500000000000021,0,0,45.0,,102.0,-113.0,0.49504950495049505,0.5305164319248826,0.02556593687537756,0.4827086071703758,0.5172913928296243,0,0
2020_04_NYG_LA,2020,4,REG,LA,NYG,17,9,26,2020-10-04,16:05,2020-10-04 20:05:00+00:00,SoFi Stadium,dome,1,,,,,,0,0,49.5,,-112.0,101.0,0.5283018867924528,0.4975124378109453,0.025814324603398164,0.5150073206442166,0.4849926793557833,0,0
2020_04_IND_CHI,2020,4,REG,CHI,IND,11,19,30,2020-10-04,16:25,2020-10-04 20:25:00+00:00,Soldier Field,outdoors,0,11.7,22.3,0.0,13.76,-2.0600000000000005,0,0,43.5,,-101.0,-110.0,0.5024875621890548,0.5238095238095238,0.026297085998578495,0.489612188365651,0.5103878116343491,0,0
2020_04_BUF_LV,2020,4,REG,LV,BUF,23,30,53,2020-10-04,16:25,2020-10-04 20:25:00+00:00,Allegiant Stadium,dome,1,,,,,,0,0,53.0,,-103.0,-108.0,0.5073891625615764,0.5192307692307693,0.026619931792345675,0.49423272123281353,0.5057672787671865,0,0
2020_04_PHI_SF,2020,4,REG,SF,PHI,20,25,45,2020-10-04,20:20,2020-10-05 00:20:00+00:00,Levi's Stadium,outdoors,0,26.2,14.0,0.0,24.594117647058823,1.605882352941176,0,0,45.5,,-103.0,-108.0,0.5073891625615764,0.5192307692307693,0.026619931792345675,0.49423272123281353,0.5057672787671865,0,0
2020_04_NE_KC,2020,4,REG,KC,NE,26,10,36,2020-10-05,19:05,2020-10-05 23:05:00+00:00,Arrowhead Stadium,outdoors,0,20.7,19.5,0.0,17.95714285714286,2.74285714285714,0,0,52.5,,-105.0,-106.0,0.5121951219512195,0.5145631067961165,0.02675822874733602,0.4988468634686347,0.5011531365313653,0,0
2020_04_ATL_GB,2020,4,REG,GB,ATL,30,16,46,2020-10-05,21:00,2020-10-06 01:00:00+00:00,Lambeau Field,outdoors,0,13.4,25.6,0.0,11.241666666666667,2.158333333333333,1,0,56.5,,100.0,-112.0,0.5,0.5283018867924528,0.028301886792452713,0.4862385321100918,0.5137614678899083,0,0
2020_05_TB_CHI,2020,5,REG,CHI,TB,20,19,39,2020-10-08,20:20,2020-10-09 00:20:00+00:00,Soldier Field,outdoors,0,13.9,13.9,0.0,13.76,0.14000000000000057,0,0,44.0,,-102.0,-109.0,0.504950495049505,0.5215311004784688,0.0264815955279738,0.4919235739339118,0.5080764260660882,0,0
2020_05_CAR_ATL,2020,5,REG,ATL,CAR,16,23,39,2020-10-11,13:00,2020-10-11 17:00:00+00:00,Mercedes-Benz Stadium,closed,1,,,,,,0,0,53.5,,-104.0,-107.0,0.5098039215686274,0.5169082125603864,0.026712134129013965,0.49654027124273453,0.5034597287572654,0,0
2020_05_CIN_BAL,2020,5,REG,BAL,CIN,27,3,30,2020-10-11,13:00,2020-10-11 17:00:00+00:00,M&T Bank Stadium,outdoors,0,20.3,9.4,0.2,16.345454545454547,3.9545454545454533,0,0,49.0,,-108.0,-103.0,0.5192307692307693,0.5073891625615764,0.026619931792345675,0.5057672787671865,0.49423272123281353,0,0
2020_05_JAX_HOU,2020,5,REG,HOU,JAX,30,14,44,2020-10-11,13:00,2020-10-11 17:00:00+00:00,NRG Stadium,closed,1,,,,,,0,0,55.0,,-103.0,-108.0,0.5073891625615764,0.5192307692307693,0.026619931792345675,0.49423272123281353,0.5057672787671865,0,0
2020_05_LV_KC,2020,5,REG,KC,LV,32,40,72,2020-10-11,13:00,2020-10-11 17:00:00+00:00,Arrowhead Stadium,outdoors,0,25.6,17.9,0.0,17.95714285714286,7.642857142857142,0,0,54.5,,-109.0,-102.0,0.5215311004784688,0.504950495049505,0.0264815955279738,0.5080764260660882,0.4919235739339118,0,0
2020_05_ARI_NYJ,2020,5,REG,NYJ,ARI,10,30,40,2020-10-11,13:00,2020-10-11 17:00:00+00:00,MetLife Stadium,outdoors,0,18.5,12.5,0.0,16.58125,1.9187499999999993,0,0,48.5,,100.0,-112.0,0.5,0.5283018867924528,0.028301886792452713,0.4862385321100918,0.5137614678899083,0,0
2020_05_PHI_PIT,2020,5,REG,PIT,PHI,38,29,67,2020-10-11,13:00,2020-10-11 17:00:00+00:00,Heinz Field,outdoors,0,21.0,13.2,0.0,16.073333333333334,4.926666666666666,0,0,44.0,,-104.0,-107.0,0.5098039215686274,0.5169082125603864,0.026712134129013965,0.49654027124273453,0.5034597287572654,0,0
2020_05_LA_WAS,2020,5,REG,WAS,LA,10,30,40,2020-10-11,13:00,2020-10-11 17:00:00+00:00,FedExField,outdoors,0,20.5,2.9,0.2,17.45,3.0500000000000007,0,0,45.0,,-103.0,-108.0,0.5073891625615764,0.5192307692307693,0.026619931792345675,0.49423272123281353,0.5057672787671865,0,0
